,0
760,10523.225499999999
761,7342.842063492064
762,9910.216845238094
763,6932.547111111112
764,9078.437857142859
765,16688.075516282384
766,12988.642920218672
767,5904.905690476191
768,7011.210714285714
769,14531.611547619048
770,12532.364182851263
771,6244.885
772,6353.572829365077
773,6434.7031428571445
774,12259.2435
775,14189.50067857143
776,12088.13576984127
777,9896.104857142862
778,17843.27116894216
779,10159.188962498856
780,10900.094552689572
781,8195.626369047619
782,12485.595152222775
783,7323.899964285714
784,14706.045966148615
785,15273.764438859378
786,17389.555
787,15060.354999639245
788,15009.44793253968
789,16721.523025641025
790,11159.260085858587
791,15872.15300751014
792,14988.953071428572
793,15883.260173453999
794,10218.02749025974
795,6123.263466153514
796,21028.60783333333
797,18945.5231962482
798,12142.924380952385
799,16717.37210470086
800,9559.76064138089
801,14300.238000000001
802,14521.87784126984
803,7464.937906926406
804,9056.749829131653
805,15387.720666666668
806,12174.3275
807,12061.754873626373
808,14227.679291486289
809,17013.299333333332
810,7588.755
811,718.5191666666666
812,11699.291839971138
813,14397.463333333335
814,11379.081035960768
815,15084.996176767678
816,14043.424142857146
817,7722.716448412697
818,13083.641119047617
819,17885.512095238097
820,12620.585515244557
821,14207.987107142857
822,10118.055984460208
823,4395.131238095239
824,14747.199526047507
825,19554.871333333333
826,14140.592888888892
827,13887.599107864356
828,11560.642869769119
829,13450.779441246275
830,2699.6686287878783
831,7325.836142857143
832,14169.950357142858
833,11390.79810619747
834,12796.40619047619
835,12213.6684038282
836,13221.181152316982
837,5637.971666666666
838,4145.540666666667
839,5773.18
840,10220.043666666666
841,13813.183434704184
842,15352.689616883117
843,2101.97
844,9342.237698899957
845,11778.396827922079
846,10875.410119047621
847,10048.582333333334
848,6354.431900692447
849,17483.42213547237
850,2915.141333333333
851,11849.235642857142
852,15694.737166666668
853,6929.702833333333
854,11447.406582944834
855,14827.107214285712
856,12494.322542596292
857,12753.073333333336
858,12130.293333333335
859,15554.203196078433
860,4913.603928571429
861,9549.522289321789
862,11968.416619589256
863,12194.09121245421
864,14611.170515277126
865,15116.828294372293
866,12585.635
867,10329.940833333332
868,15914.489349206351
869,11771.188738095236
870,17890.114464285714
871,13189.032823601681
872,7497.847540404042
873,14142.758857142862
874,2398.218428571429
875,15913.961095238095
876,12678.134459878109
877,14675.90188095238
878,15911.135476190475
879,7747.648
880,15490.49011538402
881,8187.471500000001
882,11874.498611111108
883,18904.717
884,15084.567
885,11850.629198412696
886,7542.779406165728
887,13310.941878177378
888,14698.01840709617
889,12978.641829900875
890,19317.70766666667
891,18306.22666666667
892,3347.963333333333
893,11753.413
894,14701.646
895,12105.017
896,16405.869919164175
897,17083.359492063493
898,13022.869
899,18397.443158369406
900,16400.514307914313
901,10084.957611111111
902,12804.845526315788
903,12357.189761904761
904,17200.587380952384
905,3004.893571428572
906,7061.742211149843
907,8946.489119047617
908,7915.158476190476
909,5534.2882619047605
910,11942.22209649123
911,12553.15938095238
912,5976.64
913,12680.354666666668
914,14726.320666666667
915,12576.913057286489
916,10443.049179947328
917,6991.996333333334
918,15259.563469748095
919,9341.34313888889
920,7486.8479166666675
921,10712.028704434453
922,13762.45697612595
923,10712.541285714286
924,17038.64217712843
925,1360.415
926,16372.008690476192
927,16936.635583333333
928,6644.008428571429
929,11932.56029970928
930,17025.599166666667
931,7089.184920634921
932,15305.079476190476
933,10545.466048804137
934,13471.14
935,12279.138936507938
936,9420.702521700521
937,4935.147333333333
938,8868.125000000002
939,12513.53
940,5280.675
941,7308.115833333332
942,14968.950571428571
943,12071.362276334772
944,4391.075833333333
945,14045.472083333329
946,2491.1446666666666
947,2290.4532817460317
948,13846.866345776514
949,9631.773673534797
950,640.19
951,14275.58862895438
952,11522.168500610502
953,8265.723327866575
954,9858.878857142856
955,5861.9075
956,15887.32987643255
957,6323.444428571429
958,12915.342427211679
959,11685.983817460317
960,6975.8611928104565
961,6094.286999999999
962,6362.289000000001
963,7570.850710317459
964,11843.110333333334
965,17085.38930836729
966,2254.831666666667
967,13625.053700688204
968,5996.398928571429
969,16135.605813492066
970,12995.133016816513
971,7714.562666666668
972,6472.948133922039
973,5340.9918333333335
974,18147.602166666664
975,7970.000333333333
976,3120.1783333333333
977,12888.114820274915
978,14673.076904761905
979,15608.660521006768
980,7047.269499999999
981,14535.653142857143
982,6373.061311063936
983,6854.7136666666665
984,16161.901398268395
985,12184.681666666667
986,12406.603511521973
987,6887.721922619048
988,11955.967380952381
989,12455.757023809527
990,9944.101511904764
991,10947.497281460996
992,14422.832309523812
993,12216.19830969031
994,14701.294250000004
995,6540.693999480136
996,2404.1473333333333
997,16080.295398573651
998,12614.275333333335
999,11121.697473903932
1000,13102.358530691134
1001,13543.281666666666
1002,16975.0968015873
1003,17903.308860788336
1004,15889.128005238697
1005,6878.32
1006,17877.51283333333
1007,13842.29654761905
1008,15395.920333333332
1009,7188.179926896634
1010,17385.631
1011,10220.615273809524
1012,12835.550024891774
1013,12499.961752195226
1014,13815.0
1015,12344.18995238095
1016,15249.818309523807
1017,15622.204047619049
1018,14678.38
1019,14799.01192857143
1020,12881.982027676564
1021,9569.456222041847
1022,15302.451321428574
1023,7473.186166666667
1024,10437.251166666665
1025,12689.932028518864
1026,14069.915674171183
1027,14140.559378427128
1028,13294.727311149023
1029,10768.688710317463
1030,4045.7672041847045
1031,12222.385949134203
1032,18846.461746031746
1033,6502.9113333333335
1034,16136.737928571429
1035,13879.241757333502
1036,13525.802494005993
1037,11886.257555555554
1038,9504.80406253469
1039,16417.627602092354
1040,11869.397510101011
1041,11961.104511470556
1042,13611.392428571431
1043,16603.48278438392
1044,13038.541428571427
1045,15725.472
1046,18894.8675
1047,16483.683396825396
1048,11709.881062783916
1049,16327.811701481527
1050,12310.530833333334
1051,13219.44607142857
1052,9763.965536839281
1053,8657.448392857143
1054,15007.06966666667
1055,12863.648166666664
1056,9721.709
1057,12421.385714285714
1058,3718.785682539682
1059,12115.055666666667
1060,14688.231404761906
1061,4060.807500000001
1062,12215.699535714286
1063,11956.8435
1064,18744.630771464646
1065,16660.04370238095
1066,15484.51796428571
1067,11258.445
1068,12356.22331087785
1069,11888.035333333331
1070,12878.444095238096
1071,10025.866
1072,10532.57703617216
1073,10214.359261904761
1074,9542.326988095241
1075,15387.499500000004
1076,10715.121519480523
1077,13583.846047619043
1078,14133.05299206349
1079,9881.532587301583
1080,13954.359099567095
1081,10348.610904761903
1082,6003.798823197442
1083,13624.034666666668
1084,13325.401212481966
1085,11439.318357142858
1086,17892.605333333333
1087,8349.087333333333
1088,12338.669527074007
1089,13640.445833333333
1090,13061.390261904766
1091,8163.343000000001
1092,16813.88288095238
1093,15504.685000000003
1094,14480.762301948054
1095,8108.2010436507935
1096,12892.157453823953
1097,7413.535
1098,4886.615742063492
1099,9356.363666666666
1100,12445.822447459685
1101,15404.292666666666
1102,13592.475142857142
1103,13639.568142857139
1104,14883.813000000002
1105,10037.785
1106,5516.5949058857805
1107,4175.478245310243
1108,12343.799093256303
1109,6880.251198858161
1110,12339.210666666664
1111,12021.589333333333
1112,13409.895323953819
1113,8090.839734102498
1114,10516.436878316128
1115,12816.211666666668
1116,12726.894666666667
1117,8454.1075
1118,10394.536770542038
1119,6167.532666666667
1120,7807.3225
1121,6719.33
1122,17826.92414285714
1123,15322.794956349207
1124,14816.316583333335
1125,11884.935333897633
1126,12028.928666666667
1127,10875.740753679353
1128,12044.014527777777
1129,11616.08611904762
1130,18404.27423809524
1131,4354.69
1132,10201.406581580997
1133,7127.104999999999
1134,8290.524679292928
1135,7061.742211149843
1136,7497.565142857141
1137,6102.343428571428
1138,12775.2725
1139,12038.524031746034
1140,5742.443833333335
1141,11766.8991547619
1142,15335.536833333334
1143,9619.91788095238
1144,10888.687583333332
1145,14003.10170238095
1146,16133.566301587298
1147,7191.94
1148,15388.060000000003
1149,11159.759185932533
1150,18645.15823809524
1151,12466.224071428573
1152,8277.945238095239
1153,10606.04
1154,11944.638297619049
1155,17094.92938512419
1156,6002.225809523809
1157,10384.256472222223
1158,12257.921999999997
1159,15582.968432387876
1160,5001.4188095238105
1161,13448.467654345792
1162,6681.021595238096
1163,10309.920440476191
1164,14802.946741813745
1165,14756.000944444444
1166,15647.972518509268
1167,15427.153107142858
1168,11570.885
1169,14772.280833333332
1170,13210.813333333337
1171,13895.421366883118
1172,13317.070650793652
1173,13999.70307142857
1174,17499.474909090906
1175,13788.777983738486
1176,13675.075353708908
1177,15863.366885836384
1178,15711.87937655933
1179,16050.260696608944
1180,9787.910194444445
1181,13463.409347573754
1182,9155.642652777778
1183,6719.553666666667
1184,11759.541590909088
1185,13477.439248541756
1186,10235.296190476192
1187,7780.912428571428
1188,12234.490006132757
1189,8182.096666666667
1190,11939.237833333334
1191,12178.602783189033
1192,9369.659541666668
1193,18094.212222222224
1194,9467.483480491732
1195,12435.687537396518
1196,6213.304166666666
1197,5744.595773809522
1198,3335.507333333333
1199,15390.597739066488
1200,7681.088083333333
1201,14169.719310966819
1202,12074.253142857144
1203,2769.1966666666663
1204,8990.215999999999
1205,9702.123757107298
1206,9301.087523809523
1207,7931.487500000001
1208,725.173380952381
1209,12476.436666666665
1210,11201.375367160621
1211,14559.4125
1212,12237.410666666667
1213,15399.932981110842
1214,15255.045337880445
1215,5683.245
1216,12317.167370657122
1217,10220.615273809524
1218,9693.307904761903
1219,13048.74023331571
1220,13294.727311149023
1221,7405.85
1222,11223.052857142857
1223,9705.946979076478
1224,17021.538833333332
1225,17381.096666666668
1226,18189.034166666668
1227,15490.49011538402
1228,15461.047000000002
1229,10003.525166666666
1230,5260.475666666668
1231,9264.47521284271
1232,14938.347545454546
1233,11705.967394771891
1234,13593.585499999997
1235,4564.972029761905
1236,12997.716301587296
1237,13625.630156269848
1238,9443.353791666665
1239,13738.593830485304
1240,15673.601999999997
1241,12661.545
1242,10756.475944444444
1243,13565.81676984127
1244,11623.72
1245,15519.30154761905
1246,7061.742211149843
1247,8033.8111873959415
1248,13818.016080929483
1249,8077.272666666665
1250,16115.976499999999
1251,7438.715153846155
1252,15065.95
1253,14802.946741813745
1254,7525.371428571429
1255,9712.619231431152
1256,12426.645
1257,12266.99450793651
1258,13184.682309523812
1259,7201.287547619048
1260,11185.055333333332
1261,15548.402523088022
1262,4555.520619047618
1263,7419.250865800868
1264,9312.062595238096
1265,14808.123333333335
1266,10100.8515
1267,16449.16816666667
1268,13477.439248541756
1269,12846.909833333333
1270,12218.62001190476
1271,6544.616253968254
1272,13783.234305588729
1273,19483.193333333333
1274,12602.333761624117
1275,9766.378333333334
1276,12957.672324499035
1277,6148.027285714287
1278,12992.831666666667
1279,15226.851912892662
1280,16290.995166666671
1281,6332.0425
1282,17141.037809856807
1283,5327.0425
1284,6290.062242063494
1285,11854.290199050947
1286,1518.5365000000002
1287,13450.67965981241
1288,11950.313333333332
1289,15786.247804621851
1290,2349.39
1291,5940.227104978354
1292,13483.838333333333
1293,10876.699499999999
1294,3063.281309523809
1295,13209.053445165526
1296,15751.985
1297,5344.342571428572
1298,16173.378847985347
1299,14514.57004379521
1300,8663.5425
1301,16323.353333333334
1302,16313.790857142858
1303,15038.561869991121
1304,7674.89138095238
1305,16677.78280555556
1306,2611.555
1307,12626.98423809524
1308,12231.46366666667
1309,5585.711666666667
1310,7903.246190476189
1311,8921.476952380952
1312,8256.021999999999
1313,7865.090857142857
1314,3062.7143398268404
1315,8003.559
1316,12343.618792374293
1317,6672.2316666666675
1318,15164.183040071039
1319,8938.9175
1320,19159.68
1321,642.9633333333333
1322,16084.797888888888
1323,2593.7885952380952
1324,6126.83
1325,12449.71
1326,15210.23027705628
1327,11376.958904761905
1328,13475.756019841267
1329,12598.453327628931
1330,7217.912857142856
1331,15096.135841269845
1332,13971.446666666665
1333,12622.589833333332
1334,9309.879083333333
1335,13078.873251915418
1336,13389.150999999998
1337,6890.733333333333
1338,14050.215
1339,8473.27
1340,12012.500857142857
1341,7149.691924242424
1342,8646.547333333334
1343,15595.0
1344,6053.110923214857
1345,7039.516404761904
1346,12896.707504884002
1347,10900.30171882856
1348,15121.643097114142
1349,12278.735047619051
1350,13590.698226190478
1351,14639.904653195998
1352,13592.539360623805
1353,17936.945
1354,12836.220511904761
1355,12010.719166666668
1356,14734.868785714287
1357,16933.253976190477
1358,2655.2530000000006
1359,14068.632362928749
1360,6839.709297952048
1361,17191.811999999998
1362,12385.904119047618
1363,7441.333916666664
1364,11016.139462842708
1365,6071.759271645024
1366,13245.317666666668
1367,15930.651333333333
1368,13807.823309523812
1369,8438.085819851201
1370,14967.332
1371,7996.675666666666
1372,2624.697369047619
1373,12928.053392857144
1374,9766.373405399
1375,12290.180122405374
1376,11505.982656565653
1377,10264.734094877344
1378,14129.379047619046
1379,11808.743250670079
1380,6525.623412698412
1381,14872.425428571427
1382,17571.814238095238
1383,11566.832039877048
1384,12445.822447459685
1385,16019.786333333333
1386,14192.980023809525
1387,14950.007575091568
1388,9066.163841269841
1389,2872.7710952380944
1390,6687.111607142856
1391,12018.647928571429
1392,15664.311500000002
1393,3107.38
1394,15118.772333333329
